,title,description,category_name,thumbnail,url,category_title_description,Text,k_means
879,Pinchgut Opera: Handel in Italy,"Erin Helyard, Taryn Fiebig and the musicians of Pinchgut Opera perform Baroque masterworks by Handel, written when the composer was in Italy during this 20s. Filmed live at the Eugene Goossens Hall, ABC Ultimo.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2476A001S00_5fa0d09e5f461_1677.jpg,https://iview.abc.net.au/show/pinchgut-opera-handel-in-italy/video/ZW2476A001S00,"arts-and-culture Pinchgut Opera: Handel in Italy Erin Helyard, Taryn Fiebig and the musicians of Pinchgut Opera perform Baroque masterworks by Handel, written when the composer was in Italy during this 20s. Filmed live at the Eugene Goossens Hall, ABC Ultimo.",artsandculture pinchgut opera handel italy erin helyard taryn fiebig musician pinchgut opera perform baroque masterworks handel written composer italy 20 filmed live eugene goossens hall abc ultimo,4
880,Bronwyn Oliver: The Shadows Within,"This intimate documentary follows the journey of Bronwyn Oliver, a working-class girl from the country who became one of Australia's most influential contemporary sculptors.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/ac/AC2014H001S00_6152912688858.jpg,https://iview.abc.net.au/show/bronwyn-oliver-the-shadows-within/video/AC2014H001S00,"arts-and-culture Bronwyn Oliver: The Shadows Within This intimate documentary follows the journey of Bronwyn Oliver, a working-class girl from the country who became one of Australia's most influential contemporary sculptors.",artsandculture bronwyn oliver shadow within intimate documentary follows journey bronwyn oliver workingclass girl country became one australia influential contemporary sculptor,2
881,Finding The Archibald,As the Archibald celebrates its centenary with an ambitious exhibition; art lover and acclaimed actor Rachel Griffiths embarks on a cultural romp through our most coveted and controversial arts prize.,arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/do/DO2004H_609c6e96a5cde.jpg,https://iview.abc.net.au/show/finding-the-archibald,arts-and-culture Finding The Archibald As the Archibald celebrates its centenary with an ambitious exhibition; art lover and acclaimed actor Rachel Griffiths embarks on a cultural romp through our most coveted and controversial arts prize.,artsandculture finding archibald archibald celebrates centenary ambitious exhibition art lover acclaimed actor rachel griffith embarks cultural romp coveted controversial art prize,6
882,The Sound,"Celebrating the movers and shakers of the Australian music scene, showcasing some of the country's best musicians with exclusive live performances and interviews.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3153A_618488bc84dcd_1920.jpg,https://iview.abc.net.au/show/sound,"arts-and-culture The Sound Celebrating the movers and shakers of the Australian music scene, showcasing some of the country's best musicians with exclusive live performances and interviews.",artsandculture sound celebrating mover shaker australian music scene showcasing country best musician exclusive live performance interview,4
883,No Friend But The Mountains: A Voyage Through Song,"A revealing look at the making of 'No Friend but the Mountains: A Symphonic Song Cycle', the acclaimed classical music performance inspired by Behrouz Boochani's award-winning memoir.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2740A_60c7e3d1b7039_1920.jpg,https://iview.abc.net.au/show/no-friend-but-the-mountains-a-voyage-through-song,"arts-and-culture No Friend But The Mountains: A Voyage Through Song A revealing look at the making of 'No Friend but the Mountains: A Symphonic Song Cycle', the acclaimed classical music performance inspired by Behrouz Boochani's award-winning memoir.",artsandculture friend mountain voyage song revealing look making friend mountain symphonic song cycle acclaimed classical music performance inspired behrouz boochanis awardwinning memoir,4
884,Romeo & Juliet,"Graeme Murphy's Romeo and Juliet, performed by The Australian Ballet, captures the implacable hate of rival families, the joy and tenderness of first love and the poignancy of its end. Music performed by Orchestra Victoria.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2300A001S00_5eaa172e0e001_1280.jpg,https://iview.abc.net.au/show/romeo-and-juliet/video/ZW2300A001S00,"arts-and-culture Romeo & Juliet Graeme Murphy's Romeo and Juliet, performed by The Australian Ballet, captures the implacable hate of rival families, the joy and tenderness of first love and the poignancy of its end. Music performed by Orchestra Victoria.",artsandculture romeo juliet graeme murphy romeo juliet performed australian ballet capture implacable hate rival family joy tenderness first love poignancy end music performed orchestra victoria,4
885,Spartacus,"The Australian Ballet presents Spartacus, in a production by Lucas Jervies. Set in Roman times, the production follows the exploits of Spartacus, the rebellious leader of a major slave uprising against the Roman Republic. Music performed by Orchestra Victoria.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2305A001S00_607656ad44bcd_1920.jpg,https://iview.abc.net.au/show/spartacus/video/ZW2305A001S00,"arts-and-culture Spartacus The Australian Ballet presents Spartacus, in a production by Lucas Jervies. Set in Roman times, the production follows the exploits of Spartacus, the rebellious leader of a major slave uprising against the Roman Republic. Music performed by Orchestra Victoria.",artsandculture spartacus australian ballet present spartacus production lucas jervies set roman time production follows exploit spartacus rebellious leader major slave uprising roman republic music performed orchestra victoria,4
886,Inside The Met,"Go behind the scenes as the largest art museum in the Americas plans its 150th anniversary, responds to the coronavirus pandemic and calls for social justice.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2601A_60ff9cf4d47b8.jpg,https://iview.abc.net.au/show/inside-the-met,"arts-and-culture Inside The Met Go behind the scenes as the largest art museum in the Americas plans its 150th anniversary, responds to the coronavirus pandemic and calls for social justice.",artsandculture inside met go behind scene largest art museum america plan 150th anniversary responds coronavirus pandemic call social justice,9
887,Songs Of Praise: Faith And Hospitality,Katherine Jenkins visits L'Abri fellowship in Hampshire to explore Christian faith and hospitality. She finds out about L'Abri's history and meets a family from Australia who are volunteering there.,arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3234A001S00_61f8aa6ad38d9.jpg,https://iview.abc.net.au/show/songs-of-praise-faith-and-hospitality/video/ZW3234A001S00,arts-and-culture Songs Of Praise: Faith And Hospitality Katherine Jenkins visits L'Abri fellowship in Hampshire to explore Christian faith and hospitality. She finds out about L'Abri's history and meets a family from Australia who are volunteering there.,artsandculture song praise faith hospitality katherine jenkins visit labri fellowship hampshire explore christian faith hospitality find labris history meet family australia volunteering,5
888,Making Child Prodigies,"Follow five extraordinarily talented Australian children and their families as we take an intimate and candid look at their lives at a pivotal time in their careers and ask, what does it take to be a child prodigy?",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1703H_5b0b3ff352618_1280.jpg,https://iview.abc.net.au/show/making-child-prodigies,"arts-and-culture Making Child Prodigies Follow five extraordinarily talented Australian children and their families as we take an intimate and candid look at their lives at a pivotal time in their careers and ask, what does it take to be a child prodigy?",artsandculture making child prodigy follow five extraordinarily talented australian child family take intimate candid look life pivotal time career ask take child prodigy,5
889,Cyber Dreaming,Graphic artist Stuart Campbell has developed his unique artistic practice in relative isolation but decides to share his work with a group of Indigenous kids in outback Australia.,arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/ac/publicity_AC1342H001S00.jpg,https://iview.abc.net.au/show/cyber-dreaming/video/AC1342H001S00,arts-and-culture Cyber Dreaming Graphic artist Stuart Campbell has developed his unique artistic practice in relative isolation but decides to share his work with a group of Indigenous kids in outback Australia.,artsandculture cyber dreaming graphic artist stuart campbell developed unique artistic practice relative isolation decides share work group indigenous kid outback australia,6
890,The Bright Side,"Sabra Lane brings you a collection of stories that aim to inspire, engage and create hope where there is uncertainty. A look at the positive, solutions-based reporting from across the ABC.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/nc/NC2132T_6141924aacc3b_1280.jpg,https://iview.abc.net.au/show/bright-side,"arts-and-culture The Bright Side Sabra Lane brings you a collection of stories that aim to inspire, engage and create hope where there is uncertainty. A look at the positive, solutions-based reporting from across the ABC.",artsandculture bright side sabra lane brings collection story aim inspire engage create hope uncertainty look positive solutionsbased reporting across abc,8
891,Secrets of the Museum,"Inside every museum is a hidden world. Now in a brand new season all will be revealed, as we witness the weird and the wonderful behind the exhibits.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3090A_6143def582f87.jpg,https://iview.abc.net.au/show/secrets-of-the-museum,"arts-and-culture Secrets of the Museum Inside every museum is a hidden world. Now in a brand new season all will be revealed, as we witness the weird and the wonderful behind the exhibits.",artsandculture secret museum inside every museum hidden world brand new season revealed witness weird wonderful behind exhibit,2
892,NAIDOC Week Musical Celebration,"ABC Melbourne presents a special performance to celebrate NAIDOC Week (2020), featuring Indigenous musicians Emma Donavan and The Putbacks, Kutcha Edwards, Kee'ahn and Bumpy.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/iv/IV2017H001S00_60da6f895f74e_1280.jpg,https://iview.abc.net.au/show/naidoc-week-musical-celebration/video/IV2017H001S00,"arts-and-culture NAIDOC Week Musical Celebration ABC Melbourne presents a special performance to celebrate NAIDOC Week (2020), featuring Indigenous musicians Emma Donavan and The Putbacks, Kutcha Edwards, Kee'ahn and Bumpy.",artsandculture naidoc week musical celebration abc melbourne present special performance celebrate naidoc week 2020 featuring indigenous musician emma donavan putbacks kutcha edward keeahn bumpy,9
893,Classic Countdown,"Classic Countdown will celebrate one of the most loved programs ever produced and broadcast by the ABC, spanning 13 years from 1974-1987, providing the soundtrack to an entire generation of Australians.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/le/LE1601V_5b556d29a5567_1280.jpg,https://iview.abc.net.au/show/classic-countdown,"arts-and-culture Classic Countdown Classic Countdown will celebrate one of the most loved programs ever produced and broadcast by the ABC, spanning 13 years from 1974-1987, providing the soundtrack to an entire generation of Australians.",artsandculture classic countdown classic countdown celebrate one loved program ever produced broadcast abc spanning 13 year 19741987 providing soundtrack entire generation australian,2
894,Mark Seymour And The Undertow: Slow Dawn Live,"Hunters & Collectors' frontman Mark Seymour presents the 'Undertow', playing songs from the world tour, recorded live on the floor of the Forum in the heart of Melbourne, Australia.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3123A001S00_616e4ec60890d.jpg,https://iview.abc.net.au/show/mark-seymour-and-the-undertow-slow-dawn-live/video/ZW3123A001S00,"arts-and-culture Mark Seymour And The Undertow: Slow Dawn Live Hunters & Collectors' frontman Mark Seymour presents the 'Undertow', playing songs from the world tour, recorded live on the floor of the Forum in the heart of Melbourne, Australia.",artsandculture mark seymour undertow slow dawn live hunter collector frontman mark seymour present undertow playing song world tour recorded live floor forum heart melbourne australia,9
895,Becoming Jane,"When feisty, 20-year-old, budding novelist, Jane Austen, meets an intelligent but impoverished lawyer, Tom Lefroy, love and inspiration blossom. (2006)",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2847A001S00_609cdb84c082f_1280.jpg,https://iview.abc.net.au/show/becoming-jane/video/ZW2847A001S00,"arts-and-culture Becoming Jane When feisty, 20-year-old, budding novelist, Jane Austen, meets an intelligent but impoverished lawyer, Tom Lefroy, love and inspiration blossom. (2006)",artsandculture becoming jane feisty 20yearold budding novelist jane austen meet intelligent impoverished lawyer tom lefroy love inspiration blossom 2006,5
896,Ballet Now,"This film captures the creative process behind the scenes at the famed Dorothy Chandler Pavilion - bringing dancers, choreographers and styles from all over the world together for three magical nights of performances.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2691A001S00_60caa8b2cbb79_1920.jpg,https://iview.abc.net.au/show/ballet-now/video/ZW2691A001S00,"arts-and-culture Ballet Now This film captures the creative process behind the scenes at the famed Dorothy Chandler Pavilion - bringing dancers, choreographers and styles from all over the world together for three magical nights of performances.",artsandculture ballet film capture creative process behind scene famed dorothy chandler pavilion bringing dancer choreographer style world together three magical night performance,3
897,Ochres,"Told in five parts, Ochres was inspired by the special role ochre plays in Aboriginal ceremony. The performance, by Australia's Bangarra Dance Theatre is a fusion of indigenous and contemporary dance.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2297A001S00_5eaa1380a91d8_1280.jpg,https://iview.abc.net.au/show/ochres/video/ZW2297A001S00,"arts-and-culture Ochres Told in five parts, Ochres was inspired by the special role ochre plays in Aboriginal ceremony. The performance, by Australia's Bangarra Dance Theatre is a fusion of indigenous and contemporary dance.",artsandculture ochre told five part ochre inspired special role ochre play aboriginal ceremony performance australia bangarra dance theatre fusion indigenous contemporary dance,9
898,Bangarra's World,Join the dancers and creatives during Bangarra Dance Theatre's 30th anniversary as they travel Australia; stage major dance works and show us what it's like to inhibit some of the most iconic roles in Australian dance.,arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/ar/AR1942H_60e24872c4eb5_1280.jpg,https://iview.abc.net.au/show/bangarra-s-world,arts-and-culture Bangarra's World Join the dancers and creatives during Bangarra Dance Theatre's 30th anniversary as they travel Australia; stage major dance works and show us what it's like to inhibit some of the most iconic roles in Australian dance.,artsandculture bangarras world join dancer creatives bangarra dance theatre 30th anniversary travel australia stage major dance work show u like inhibit iconic role australian dance,3
899,Anh's Brush With Fame,"Anh Do paints some of Australia's most famous faces and captures their personalities on the canvas. The charismatic comedian, writer and Archibald Finalist delves into the inspirational stories that have shaped their lives.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/do/DO2030H_60503c0821523.jpg,https://iview.abc.net.au/show/anh-s-brush-with-fame,"arts-and-culture Anh's Brush With Fame Anh Do paints some of Australia's most famous faces and captures their personalities on the canvas. The charismatic comedian, writer and Archibald Finalist delves into the inspirational stories that have shaped their lives.",artsandculture anhs brush fame anh paint australia famous face capture personality canvas charismatic comedian writer archibald finalist delf inspirational story shaped life,9
900,Recovery Reunion,"Dylan Lewis catches up with some of the musicians who appeared on Recovery in the 90s. Looking back at their appearances on the show, they chat about life then and now and give insights into some favourite songs, performances and outfits.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/lr/LR1909H_5dca0e27b412c.jpg,https://iview.abc.net.au/show/recovery-reunion,"arts-and-culture Recovery Reunion Dylan Lewis catches up with some of the musicians who appeared on Recovery in the 90s. Looking back at their appearances on the show, they chat about life then and now and give insights into some favourite songs, performances and outfits.",artsandculture recovery reunion dylan lewis catch musician appeared recovery 90 looking back appearance show chat life give insight favourite song performance outfit,4
901,Dubboo: Life Of A Songman,"Bangarra Dance Theatre joins forces with some of our most celebrated and iconic Indigenous artists in this beautiful commemorative show at Carriageworks, honouring composer and actor David Page - Bangarra's long-time songman.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1942H001S00_60deb1b5e65c1_1920.jpg,https://iview.abc.net.au/show/dubboo-life-of-a-songman/video/AC1942H001S00,"arts-and-culture Dubboo: Life Of A Songman Bangarra Dance Theatre joins forces with some of our most celebrated and iconic Indigenous artists in this beautiful commemorative show at Carriageworks, honouring composer and actor David Page - Bangarra's long-time songman.",artsandculture dubboo life songman bangarra dance theatre join force celebrated iconic indigenous artist beautiful commemorative show carriageworks honouring composer actor david page bangarras longtime songman,4
902,The Bikes Of Wrath,"Five Australian friends cycle from Oklahoma to California in honour of the Dust Bowl migration. The group explores whether America has progressed since the book was written, discussing the wealth gap and the American Dream.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1806V001S00_5d083a2724d19.jpg,https://iview.abc.net.au/show/bikes-of-wrath/video/AC1806V001S00,"arts-and-culture The Bikes Of Wrath Five Australian friends cycle from Oklahoma to California in honour of the Dust Bowl migration. The group explores whether America has progressed since the book was written, discussing the wealth gap and the American Dream.",artsandculture bike wrath five australian friend cycle oklahoma california honour dust bowl migration group explores whether america progressed since book written discussing wealth gap american dream,9
903,Mission Songs Project,"Jessie Lloyd's Mission Songs Project revives songs from Australian Aboriginal missions. The songs, blending Western and Aboriginal song traditions are a reminder Indigenous culture is continually adapting and breathing.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/ip/IP2060V_5fa382f15b8af_1920.jpg,https://iview.abc.net.au/show/mission-songs-project,"arts-and-culture Mission Songs Project Jessie Lloyd's Mission Songs Project revives songs from Australian Aboriginal missions. The songs, blending Western and Aboriginal song traditions are a reminder Indigenous culture is continually adapting and breathing.",artsandculture mission song project jessie lloyd mission song project revives song australian aboriginal mission song blending western aboriginal song tradition reminder indigenous culture continually adapting breathing,4
904,La Sylphide,"The Australian Ballet presents La Sylphide, a ballet that tells the tale of a Scottish dreamer, who is fascinated by a woodland sprite and spurns his fiancee to follow her. Music performed by Opera Australia Orchestra.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2299A001S00_5eb101859b2df_1280.jpg,https://iview.abc.net.au/show/la-sylphide/video/ZW2299A001S00,"arts-and-culture La Sylphide The Australian Ballet presents La Sylphide, a ballet that tells the tale of a Scottish dreamer, who is fascinated by a woodland sprite and spurns his fiancee to follow her. Music performed by Opera Australia Orchestra.",artsandculture la sylphide australian ballet present la sylphide ballet tell tale scottish dreamer fascinated woodland sprite spurns fiancee follow music performed opera australia orchestra,4
905,Step Into Paradise,"The extraordinary story of iconic fashion designers Jenny Kee and Linda Jackson, whose pioneering style created a bold and unashamedly Australian fashion identity. (2020)",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1906H001S00_6152912635c40.jpg,https://iview.abc.net.au/show/step-into-paradise/video/AC1906H001S00,"arts-and-culture Step Into Paradise The extraordinary story of iconic fashion designers Jenny Kee and Linda Jackson, whose pioneering style created a bold and unashamedly Australian fashion identity. (2020)",artsandculture step paradise extraordinary story iconic fashion designer jenny kee linda jackson whose pioneering style created bold unashamedly australian fashion identity 2020,4
906,Phenomena,"Art and science collide to take us on a psychedelic journey through the fabric of the universe, exploring the forces of nature that creates the universe as we know it.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/ar/AR1944V001S00_6092353fc41dc_1920.jpg,https://iview.abc.net.au/show/phenomena/video/AR1944V001S00,"arts-and-culture Phenomena Art and science collide to take us on a psychedelic journey through the fabric of the universe, exploring the forces of nature that creates the universe as we know it.",artsandculture phenomenon art science collide take u psychedelic journey fabric universe exploring force nature creates universe know,6
907,China's Artful Dissident  (Simplified Chinese Subtitles),"Follows a Chinese political artist in exile, on a personal challenge to stop the Communist regime's whitewashing of history and abuse of human rights - and in the process, risking his family's freedom.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/iv/IV1913H001S00_5d1ea566469c3_1280.jpg,https://iview.abc.net.au/show/china-s-artful-dissident-simplified-chinese-subtitles/video/IV1913H001S00,"arts-and-culture China's Artful Dissident  (Simplified Chinese Subtitles) Follows a Chinese political artist in exile, on a personal challenge to stop the Communist regime's whitewashing of history and abuse of human rights - and in the process, risking his family's freedom.",artsandculture china artful dissident simplified chinese subtitle follows chinese political artist exile personal challenge stop communist regime whitewashing history abuse human right process risking family freedom,3
908,Warumuk - in the dark night,"A collaboration between Bangarra Dance Theatre and The Australian Ballet, Warumuk was commissioned to celebrate The Australian Ballet's 50th anniversary in 2012, and takes its inspiration from traditional Aboriginal stories. Music performed by Orchestra Victoria.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2301A001S00_5eaa196db640b_1280.jpg,https://iview.abc.net.au/show/warumuk-in-the-dark-night/video/ZW2301A001S00,"arts-and-culture Warumuk - in the dark night A collaboration between Bangarra Dance Theatre and The Australian Ballet, Warumuk was commissioned to celebrate The Australian Ballet's 50th anniversary in 2012, and takes its inspiration from traditional Aboriginal stories. Music performed by Orchestra Victoria.",artsandculture warumuk dark night collaboration bangarra dance theatre australian ballet warumuk commissioned celebrate australian ballet 50th anniversary 2012 take inspiration traditional aboriginal story music performed orchestra victoria,4
909,Recovery: The Music,"On air from 1996 to 2000, Recovery clocked up 378 hours of television. With 370 odd bands appearing, this broad and varied selection of 20 songs is a mere drop in the ocean of the 880 songs that were performed live.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/lr/LR1931H_5dcb8b3f67500_1280.jpg,https://iview.abc.net.au/show/recovery-the-music,"arts-and-culture Recovery: The Music On air from 1996 to 2000, Recovery clocked up 378 hours of television. With 370 odd bands appearing, this broad and varied selection of 20 songs is a mere drop in the ocean of the 880 songs that were performed live.",artsandculture recovery music air 1996 2000 recovery clocked 378 hour television 370 odd band appearing broad varied selection 20 song mere drop ocean 880 song performed live,4
910,Nolan,Sidney Nolan is one of Australia's greatest artists. His iconic images are treasures of the Australian visual language. This film explores the artist and the man from his early years to his extraordinary international career.,arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1729V001S00_5bd7c7181acb2.jpg,https://iview.abc.net.au/show/nolan/video/AC1729V001S00,arts-and-culture Nolan Sidney Nolan is one of Australia's greatest artists. His iconic images are treasures of the Australian visual language. This film explores the artist and the man from his early years to his extraordinary international career.,artsandculture nolan sidney nolan one australia greatest artist iconic image treasure australian visual language film explores artist man early year extraordinary international career,9
911,Julia Zemiro's Home Delivery,"Julia Zemiro invites notable personalities to join her on a nostalgia filled trip to discover the people, places, and stories that have made them who they are today.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/le/LE1961H_5eb0dd08f0cd7.jpg,https://iview.abc.net.au/show/julia-zemiro-s-home-delivery,"arts-and-culture Julia Zemiro's Home Delivery Julia Zemiro invites notable personalities to join her on a nostalgia filled trip to discover the people, places, and stories that have made them who they are today.",artsandculture julia zemiros home delivery julia zemiro invite notable personality join nostalgia filled trip discover people place story made today,2
912,Closed Doors,A car breaks down in the middle of the bush leaving a young paranoid couple on the run. When they come across an eerie old federation home they come face-to-face with the ominous home owners.,arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/ip/IP1806H001S00_5f98f0ca6b72e_1280.jpg,https://iview.abc.net.au/show/closed-doors/video/IP1806H001S00,arts-and-culture Closed Doors A car breaks down in the middle of the bush leaving a young paranoid couple on the run. When they come across an eerie old federation home they come face-to-face with the ominous home owners.,artsandculture closed door car break middle bush leaving young paranoid couple run come across eerie old federation home come facetoface ominous home owner,2
913,Rosemary Valadon: A Sensual World,Rosemary Valadon: A Sensual World looks at the art and influences of a multi award-winning Australian painter whose work has reinterpreted a distinctly Australian femininity and domestic aesthetic.,arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1606H001S00_58e18b1f45a93_1280.jpg,https://iview.abc.net.au/show/rosemary-valadon-a-sensual-world/video/AC1606H001S00,arts-and-culture Rosemary Valadon: A Sensual World Rosemary Valadon: A Sensual World looks at the art and influences of a multi award-winning Australian painter whose work has reinterpreted a distinctly Australian femininity and domestic aesthetic.,artsandculture rosemary valadon sensual world rosemary valadon sensual world look art influence multi awardwinning australian painter whose work reinterpreted distinctly australian femininity domestic aesthetic,9
914,Australian Of The Year Profiles 2022,"Celebrate the achievements of our 2022 Australian of the Year, Young Australian of the Year, Senior Australian of the Year and Australia's Local Hero award winners.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/rk/RK2102C_61d507966b5a5.jpg,https://iview.abc.net.au/show/australian-of-the-year-profiles-2022,"arts-and-culture Australian Of The Year Profiles 2022 Celebrate the achievements of our 2022 Australian of the Year, Young Australian of the Year, Senior Australian of the Year and Australia's Local Hero award winners.",artsandculture australian year profile 2022 celebrate achievement 2022 australian year young australian year senior australian year australia local hero award winner,9
915,The Pirates Of Penzance (1994),"This spectacular production of the popular Gilbert and Sullivan musical comedy is the culmination of five years of planning by executive producer and performer, Simon Gallagher and singer, Jon English.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/ae/AE9413H001S00_60d9741369262_1920.jpg,https://iview.abc.net.au/show/pirates-of-penzance-1994/video/AE9413H001S00,"arts-and-culture The Pirates Of Penzance (1994) This spectacular production of the popular Gilbert and Sullivan musical comedy is the culmination of five years of planning by executive producer and performer, Simon Gallagher and singer, Jon English.",artsandculture pirate penzance 1994 spectacular production popular gilbert sullivan musical comedy culmination five year planning executive producer performer simon gallagher singer jon english,7
916,a-ha The Movie,"a-ha's hit Take On Me is still one of the most played songs of the last millennium. This film follows the band over four years, sharing the full story of how three young men followed their impossible dream of making it big. (2021)",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3088A001S00_612f1de387f2e_1920.jpg,https://iview.abc.net.au/show/a-ha-the-movie/video/ZW3088A001S00,"arts-and-culture a-ha The Movie a-ha's hit Take On Me is still one of the most played songs of the last millennium. This film follows the band over four years, sharing the full story of how three young men followed their impossible dream of making it big. (2021)",artsandculture aha movie ahas hit take still one played song last millennium film follows band four year sharing full story three young men followed impossible dream making big 2021,2
917,Australia Day Live 2022,"A concert and fireworks spectacular from Sydney featuring Delta Goodrem, Casey Donovan, Shane Howard, Andrew Farriss, Jon Stevens, Isaiah Firebrace, William Barton, Amber Lawrence, Kirsty Lee Akers, Emma Donovan and more.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/rv/RV2103H001S00_61df7bff2e59b_3600.jpg,https://iview.abc.net.au/show/australia-day-live-2022/video/RV2103H001S00,"arts-and-culture Australia Day Live 2022 A concert and fireworks spectacular from Sydney featuring Delta Goodrem, Casey Donovan, Shane Howard, Andrew Farriss, Jon Stevens, Isaiah Firebrace, William Barton, Amber Lawrence, Kirsty Lee Akers, Emma Donovan and more.",artsandculture australia day live 2022 concert firework spectacular sydney featuring delta goodrem casey donovan shane howard andrew farriss jon stevens isaiah firebrace william barton amber lawrence kirsty lee akers emma donovan,9
918,Kylie Minogue Golden: Live in Concert,"Filmed at various UK venues over the course of Kylie Minogue's tour of the same name in late 2018, Golden: Live in Concert is a beautifully shot record of a performer at the top of her game.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3143A001S00_617b722162032_3600.jpg,https://iview.abc.net.au/show/kylie-minogue-golden-live-in-concert/video/ZW3143A001S00,"arts-and-culture Kylie Minogue Golden: Live in Concert Filmed at various UK venues over the course of Kylie Minogue's tour of the same name in late 2018, Golden: Live in Concert is a beautifully shot record of a performer at the top of her game.",artsandculture kylie minogue golden live concert filmed various uk venue course kylie minogues tour name late 2018 golden live concert beautifully shot record performer top game,9
919,INXS: Live Baby Live,"On 13th July 1991, INXS were filmed in concert at Wembley Stadium, London performing one of the most stunning concerts ever by one of the world's greatest bands. Featuring classic anthems New Sensation and Need You Tonight.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3168A001S00_6189d8c813b30.jpg,https://iview.abc.net.au/show/inxs-live-baby-live/video/ZW3168A001S00,"arts-and-culture INXS: Live Baby Live On 13th July 1991, INXS were filmed in concert at Wembley Stadium, London performing one of the most stunning concerts ever by one of the world's greatest bands. Featuring classic anthems New Sensation and Need You Tonight.",artsandculture inxs live baby live 13th july 1991 inxs filmed concert wembley stadium london performing one stunning concert ever one world greatest band featuring classic anthem new sensation need tonight,2
920,Intimate Encounters: 20 Years On,"In 1988, an exhibition caused shockwaves with photos of people with disability proudly displaying their sexuality. Now, the models speak about changing attitudes.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/rk/RK2092H001S00_5fc04044dee1b_1920.jpg,https://iview.abc.net.au/show/intimate-encounters-20-years-on/video/RK2092H001S00,"arts-and-culture Intimate Encounters: 20 Years On In 1988, an exhibition caused shockwaves with photos of people with disability proudly displaying their sexuality. Now, the models speak about changing attitudes.",artsandculture intimate encounter 20 year 1988 exhibition caused shockwaves photo people disability proudly displaying sexuality model speak changing attitude,2
921,The Art Of Australia,The Art of Australia explores how art and artists helped to shape Australia's national identity.,arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1230H_608756d13ba1b_1280.jpg,https://iview.abc.net.au/show/art-of-australia,arts-and-culture The Art Of Australia The Art of Australia explores how art and artists helped to shape Australia's national identity.,artsandculture art australia art australia explores art artist helped shape australia national identity,6
